CO2 (ppm),Temperature (°C),Relative humidity (%RH),CH4 (ppm),Timestamp,Chamber (N)
441,21.29,67.81,0,2026/8/24 19:04,Batch 1 · Blank (0)
438,21.28,68.07,0,2026/8/24 19:05,Batch 1 · Blank (0)
437,21.29,68.3,0,2026/8/24 19:06,Batch 1 · Blank (0)
439,21.31,68.7,0,2026/8/24 19:07,Batch 1 · Blank (0)
436,21.33,68.76,0,2026/8/24 19:08,Batch 1 · Blank (0)
435,21.35,69.18,0,2026/8/24 19:09,Batch 1 · Blank (0)
434,21.44,69.55,0,2026/8/24 19:10,Batch 1 · Blank (0)
433,21.43,68.78,0,2026/8/24 19:11,Batch 1 · Blank (0)
433,21.38,68.82,0,2026/8/24 19:12,Batch 1 · Blank (0)
435,21.36,68.81,0,2026/8/24 19:13,Batch 1 · Blank (0)
438,21.38,69.21,0,2026/8/24 19:14,Batch 1 · Blank (0)
439,21.25,67.5,0,2026/8/24 19:15,Batch 1 · Blank (0)
438,21.15,67.77,0,2026/8/24 19:16,Batch 1 · Blank (0)
440,21.07,67.75,0,2026/8/24 19:17,Batch 1 · Blank (0)
442,21.05,67.44,0,2026/8/24 19:18,Batch 1 · Blank (0)
444,21.07,67.35,0,2026/8/24 19:19,Batch 1 · Blank (0)
444,21.15,67.42,0,2026/8/24 19:20,Batch 1 · Blank (0)
443,21.17,66.32,0,2026/8/24 19:21,Batch 1 · Blank (0)
446,21.12,66.87,0,2026/8/24 19:22,Batch 1 · Blank (0)
449,21.12,67.05,0,2026/8/24 19:23,Batch 1 · Blank (0)
449,21.19,66.88,0,2026/8/24 19:24,Batch 1 · Blank (0)
449,21.19,66.77,0,2026/8/24 19:25,Batch 1 · Blank (0)
448,21.24,66.91,0,2026/8/24 19:26,Batch 1 · Blank (0)
450,21.21,66.73,0,2026/8/24 19:27,Batch 1 · Blank (0)
450,21.21,66.78,0,2026/8/24 19:28,Batch 1 · Blank (0)
452,21.24,66.51,0,2026/8/24 19:29,Batch 1 · Blank (0)
455,21.26,66.45,0,2026/8/24 19:30,Batch 1 · Blank (0)
454,21.29,66.44,0,2026/8/24 19:31,Batch 1 · Blank (0)
456,21.28,66.4,0,2026/8/24 19:32,Batch 1 · Blank (0)
459,21.26,66.7,0,2026/8/24 19:33,Batch 1 · Blank (0)
463,21.29,66.46,0,2026/8/24 19:34,Batch 1 · Blank (0)
463,21.26,66.34,0,2026/8/24 19:35,Batch 1 · Blank (0)
462,21.26,66.44,0,2026/8/24 19:36,Batch 1 · Blank (0)
462,21.32,66.79,0,2026/8/24 19:37,Batch 1 · Blank (0)
461,21.4,67.18,0,2026/8/24 19:38,Batch 1 · Blank (0)
461,21.43,66.98,0,2026/8/24 19:39,Batch 1 · Blank (0)
463,21.42,66.72,0,2026/8/24 19:40,Batch 1 · Blank (0)
465,21.43,66.76,0,2026/8/24 19:41,Batch 1 · Blank (0)
466,21.43,66.72,0,2026/8/24 19:42,Batch 1 · Blank (0)
468,21.38,66.57,0,2026/8/24 19:43,Batch 1 · Blank (0)
470,21.35,66.94,0,2026/8/24 19:44,Batch 1 · Blank (0)
469,21.38,66.53,0,2026/8/24 19:45,Batch 1 · Blank (0)
470,21.4,66.09,0,2026/8/24 19:46,Batch 1 · Blank (0)
472,21.4,66.67,0,2026/8/24 19:47,Batch 1 · Blank (0)
472,21.44,66.94,0,2026/8/24 19:48,Batch 1 · Blank (0)
471,21.53,66.67,0,2026/8/24 19:49,Batch 1 · Blank (0)
473,21.56,66.72,0,2026/8/24 19:50,Batch 1 · Blank (0)
472,21.6,66.64,0,2026/8/24 19:51,Batch 1 · Blank (0)
474,21.54,66.77,0,2026/8/24 19:52,Batch 1 · Blank (0)
475,21.53,67.18,0,2026/8/24 19:53,Batch 1 · Blank (0)
476,21.54,66.83,0,2026/8/24 19:54,Batch 1 · Blank (0)
477,21.51,67.01,0,2026/8/24 19:55,Batch 1 · Blank (0)
479,21.47,67.24,0,2026/8/24 19:56,Batch 1 · Blank (0)
481,21.49,67.43,0,2026/8/24 19:57,Batch 1 · Blank (0)
480,21.46,67.33,0,2026/8/24 19:58,Batch 1 · Blank (0)
481,21.51,66.72,0,2026/8/24 19:59,Batch 1 · Blank (0)
482,21.47,66.39,0,2026/8/24 20:00,Batch 1 · Blank (0)
484,21.46,66.09,0,2026/8/24 20:01,Batch 1 · Blank (0)
481,21.44,66.29,0,2026/8/24 20:02,Batch 1 · Blank (0)
481,21.46,65.76,0,2026/8/24 20:03,Batch 1 · Blank (0)
483,21.42,65.37,0,2026/8/24 20:04,Batch 1 · Blank (0)
487,21.31,64.5,0,2026/8/24 20:05,Batch 1 · Blank (0)
486,21.28,66.94,0,2026/8/24 20:06,Batch 1 · Blank (0)
483,21.19,66.15,0,2026/8/24 20:07,Batch 1 · Blank (0)
480,21.19,65.98,0,2026/8/24 20:08,Batch 1 · Blank (0)
479,21.19,65.5,0,2026/8/24 20:09,Batch 1 · Blank (0)
481,21.17,65.1,0,2026/8/24 20:10,Batch 1 · Blank (0)
482,21.18,64.75,0,2026/8/24 20:11,Batch 1 · Blank (0)
484,21.12,64.16,0,2026/8/24 20:12,Batch 1 · Blank (0)
484,21.09,63.68,0,2026/8/24 20:14,Batch 1 · Blank (0)
485,21.01,63.36,0,2026/8/24 20:15,Batch 1 · Blank (0)
483,20.95,63.08,0,2026/8/24 20:16,Batch 1 · Blank (0)
483,20.84,61.78,0,2026/8/24 20:17,Batch 1 · Blank (0)
487,20.68,62.32,0,2026/8/24 20:18,Batch 1 · Blank (0)
490,20.48,62.62,0,2026/8/24 20:19,Batch 1 · Blank (0)
493,20.48,63.34,0,2026/8/24 20:20,Batch 1 · Blank (0)
492,20.5,63.59,0,2026/8/24 20:21,Batch 1 · Blank (0)
487,20.63,63.75,0,2026/8/24 20:22,Batch 1 · Blank (0)
486,20.7,64.31,0,2026/8/24 20:23,Batch 1 · Blank (0)
487,20.76,64.08,0,2026/8/24 20:24,Batch 1 · Blank (0)
487,20.84,64.37,0,2026/8/24 20:25,Batch 1 · Blank (0)
487,20.83,64.23,0,2026/8/24 20:26,Batch 1 · Blank (0)
489,20.74,64.16,0,2026/8/24 20:27,Batch 1 · Blank (0)
491,20.79,65.06,0,2026/8/24 20:28,Batch 1 · Blank (0)
491,20.84,64.98,0,2026/8/24 20:29,Batch 1 · Blank (0)
492,20.93,65.03,0,2026/8/24 20:30,Batch 1 · Blank (0)
489,20.9,65.58,0,2026/8/24 20:31,Batch 1 · Blank (0)
490,20.84,65.68,0,2026/8/24 20:32,Batch 1 · Blank (0)
490,20.86,66.04,0,2026/8/24 20:33,Batch 1 · Blank (0)
491,20.84,65.79,0,2026/8/24 20:34,Batch 1 · Blank (0)
493,20.8,66.02,0,2026/8/24 20:35,Batch 1 · Blank (0)
493,20.77,66.69,0,2026/8/24 20:36,Batch 1 · Blank (0)
494,20.8,66.89,0,2026/8/24 20:37,Batch 1 · Blank (0)
494,20.93,67.12,0,2026/8/24 20:38,Batch 1 · Blank (0)
491,21.08,67.51,0,2026/8/24 20:39,Batch 1 · Blank (0)
484,21.28,67.34,0,2026/8/24 20:40,Batch 1 · Blank (0)
483,21.42,67.19,0,2026/8/24 20:41,Batch 1 · Blank (0)
480,21.57,67.61,0,2026/8/24 20:42,Batch 1 · Blank (0)
479,21.7,67.91,0,2026/8/24 20:43,Batch 1 · Blank (0)
473,21.82,68.37,0,2026/8/24 20:44,Batch 1 · Blank (0)
467,21.91,68.17,0,2026/8/24 20:45,Batch 1 · Blank (0)
465,21.99,68.01,0,2026/8/24 20:46,Batch 1 · Blank (0)
464,22.06,67.65,0,2026/8/24 20:47,Batch 1 · Blank (0)
462,22.1,67.17,0,2026/8/24 20:48,Batch 1 · Blank (0)
463,22.14,66.93,0,2026/8/24 20:49,Batch 1 · Blank (0)
462,22.2,66.94,0,2026/8/24 20:50,Batch 1 · Blank (0)
462,22.25,66.52,0,2026/8/24 20:51,Batch 1 · Blank (0)
462,22.29,65.57,0,2026/8/24 20:52,Batch 1 · Blank (0)
465,22.3,65.07,0,2026/8/24 20:53,Batch 1 · Blank (0)
467,22.3,64.82,0,2026/8/24 20:54,Batch 1 · Blank (0)
466,22.31,64.71,0,2026/8/24 20:55,Batch 1 · Blank (0)
468,22.34,64.48,0,2026/8/24 20:56,Batch 1 · Blank (0)
469,22.38,64.16,0,2026/8/24 20:57,Batch 1 · Blank (0)
469,22.3,64,0,2026/8/24 20:58,Batch 1 · Blank (0)
470,22.13,65,0,2026/8/24 20:59,Batch 1 · Blank (0)
470,21.88,66.04,0,2026/8/24 21:00,Batch 1 · Blank (0)
476,21.6,67.3,0,2026/8/24 21:01,Batch 1 · Blank (0)
477,21.49,68.42,0,2026/8/24 21:02,Batch 1 · Blank (0)
472,21.49,68.58,0,2026/8/24 21:03,Batch 1 · Blank (0)
470,21.54,68.74,0,2026/8/24 21:04,Batch 1 · Blank (0)
469,21.54,69.31,0,2026/8/24 21:05,Batch 1 · Blank (0)
469,21.47,69.82,0,2026/8/24 21:06,Batch 1 · Blank (0)
470,21.44,69,0,2026/8/24 21:07,Batch 1 · Blank (0)
472,21.4,68.88,0,2026/8/24 21:08,Batch 1 · Blank (0)
472,21.36,68.26,0,2026/8/24 21:09,Batch 1 · Blank (0)
471,21.31,68.35,0,2026/8/24 21:10,Batch 1 · Blank (0)
470,21.29,67.97,0,2026/8/24 21:11,Batch 1 · Blank (0)
472,21.21,67.7,0,2026/8/24 21:12,Batch 1 · Blank (0)
470,21.15,67.13,0,2026/8/24 21:13,Batch 1 · Blank (0)
473,21.05,66.62,0,2026/8/24 21:14,Batch 1 · Blank (0)
472,20.91,65.8,0,2026/8/24 21:15,Batch 1 · Blank (0)
472,20.8,65.3,0,2026/8/24 21:16,Batch 1 · Blank (0)
473,20.58,64.99,0,2026/8/24 21:17,Batch 1 · Blank (0)
471,20.49,66,0,2026/8/24 21:18,Batch 1 · Blank (0)
466,20.49,66.62,0,2026/8/24 21:19,Batch 1 · Blank (0)
462,20.55,65.93,0,2026/8/24 21:20,Batch 1 · Blank (0)
462,20.61,65.74,0,2026/8/24 21:21,Batch 1 · Blank (0)
459,20.69,65.55,0,2026/8/24 21:22,Batch 1 · Blank (0)
457,20.79,66.16,0,2026/8/24 21:23,Batch 1 · Blank (0)
458,20.76,64.93,0,2026/8/24 21:24,Batch 1 · Blank (0)
458,20.87,65.23,0,2026/8/24 21:25,Batch 1 · Blank (0)
456,20.84,64.3,0,2026/8/24 21:26,Batch 1 · Blank (0)
457,20.81,64.47,0,2026/8/24 21:27,Batch 1 · Blank (0)
456,20.8,64.34,0,2026/8/24 21:28,Batch 1 · Blank (0)
455,20.72,63.89,0,2026/8/24 21:29,Batch 1 · Blank (0)
457,20.73,63.98,0,2026/8/24 21:30,Batch 1 · Blank (0)
456,20.7,64.33,0,2026/8/24 21:31,Batch 1 · Blank (0)
453,20.69,64.12,0,2026/8/24 21:32,Batch 1 · Blank (0)
454,20.68,64.04,0,2026/8/24 21:33,Batch 1 · Blank (0)
453,20.72,63.78,0,2026/8/24 21:34,Batch 1 · Blank (0)
452,20.66,63.23,0,2026/8/24 21:35,Batch 1 · Blank (0)
450,20.65,63.6,0,2026/8/24 21:36,Batch 1 · Blank (0)
448,20.62,63.87,0,2026/8/24 21:38,Batch 1 · Blank (0)
452,20.55,62.74,0,2026/8/24 21:39,Batch 1 · Blank (0)
452,20.5,62.87,0,2026/8/24 21:40,Batch 1 · Blank (0)
449,20.45,62.8,0,2026/8/24 21:41,Batch 1 · Blank (0)
447,20.38,62.29,0,2026/8/24 21:42,Batch 1 · Blank (0)
445,20.37,62.22,0,2026/8/24 21:43,Batch 1 · Blank (0)
444,20.27,62.38,0,2026/8/24 21:44,Batch 1 · Blank (0)
443,20.31,62.5,0,2026/8/24 21:45,Batch 1 · Blank (0)
442,20.25,62.56,0,2026/8/24 21:46,Batch 1 · Blank (0)
441,20.27,61.75,0,2026/8/24 21:47,Batch 1 · Blank (0)
443,20.25,61.72,0,2026/8/24 21:48,Batch 1 · Blank (0)
441,20.27,62.31,0,2026/8/24 21:49,Batch 1 · Blank (0)
441,20.28,62.52,0,2026/8/24 21:50,Batch 1 · Blank (0)
440,20.28,62.58,0,2026/8/24 21:51,Batch 1 · Blank (0)
438,20.3,62.09,0,2026/8/24 21:52,Batch 1 · Blank (0)
440,20.28,61.69,0,2026/8/24 21:53,Batch 1 · Blank (0)
440,20.27,62.43,0,2026/8/24 21:54,Batch 1 · Blank (0)
440,20.23,61.62,0,2026/8/24 21:55,Batch 1 · Blank (0)
440,20.23,61.86,0,2026/8/24 21:56,Batch 1 · Blank (0)
441,20.27,62.67,0,2026/8/24 21:57,Batch 1 · Blank (0)
440,20.3,62.06,0,2026/8/24 21:58,Batch 1 · Blank (0)
439,20.24,61.52,0,2026/8/24 21:59,Batch 1 · Blank (0)
439,20.24,62.09,0,2026/8/24 22:00,Batch 1 · Blank (0)
438,20.27,61.85,0,2026/8/24 22:01,Batch 1 · Blank (0)
438,20.35,61.68,0,2026/8/24 22:02,Batch 1 · Blank (0)
438,20.35,61.31,0,2026/8/24 22:03,Batch 1 · Blank (0)
438,20.35,61.39,0,2026/8/24 22:04,Batch 1 · Blank (0)
439,20.35,61.56,0,2026/8/24 22:05,Batch 1 · Blank (0)
435,20.41,61.88,0,2026/8/24 22:06,Batch 1 · Blank (0)
434,20.45,62.26,0,2026/8/24 22:07,Batch 1 · Blank (0)
433,20.44,61.39,0,2026/8/24 22:08,Batch 1 · Blank (0)
434,20.42,60.94,0,2026/8/24 22:09,Batch 1 · Blank (0)
434,20.41,61.81,0,2026/8/24 22:10,Batch 1 · Blank (0)
433,20.45,62,0,2026/8/24 22:11,Batch 1 · Blank (0)
432,20.46,60.9,0,2026/8/24 22:12,Batch 1 · Blank (0)
432,20.45,60.86,0,2026/8/24 22:13,Batch 1 · Blank (0)
433,20.38,61.4,0,2026/8/24 22:14,Batch 1 · Blank (0)
433,20.35,61.41,0,2026/8/24 22:15,Batch 1 · Blank (0)
435,20.4,61.18,0,2026/8/24 22:16,Batch 1 · Blank (0)
433,20.34,60.44,0,2026/8/24 22:17,Batch 1 · Blank (0)
435,20.18,59.69,0,2026/8/24 22:18,Batch 1 · Blank (0)
436,20.09,60.33,0,2026/8/24 22:19,Batch 1 · Blank (0)
434,20,60.79,0,2026/8/24 22:20,Batch 1 · Blank (0)
432,20.06,61.18,0,2026/8/24 22:21,Batch 1 · Blank (0)
430,20.11,61.41,0,2026/8/24 22:22,Batch 1 · Blank (0)
430,20.21,61.92,0,2026/8/24 22:23,Batch 1 · Blank (0)
426,20.37,61.86,0,2026/8/24 22:24,Batch 1 · Blank (0)
425,20.42,61.63,0,2026/8/24 22:25,Batch 1 · Blank (0)
425,20.48,61.87,0,2026/8/24 22:26,Batch 1 · Blank (0)
427,20.49,61.94,0,2026/8/24 22:27,Batch 1 · Blank (0)
428,20.52,61.55,0,2026/8/24 22:28,Batch 1 · Blank (0)
429,20.58,62.12,0,2026/8/24 22:29,Batch 1 · Blank (0)
427,20.59,62.09,0,2026/8/24 22:30,Batch 1 · Blank (0)
427,20.61,61.81,0,2026/8/24 22:31,Batch 1 · Blank (0)
426,20.61,61.65,0,2026/8/24 22:32,Batch 1 · Blank (0)
428,20.58,61.6,0,2026/8/24 22:33,Batch 1 · Blank (0)
427,20.56,62.44,0,2026/8/24 22:34,Batch 1 · Blank (0)
427,20.58,61.99,0,2026/8/24 22:35,Batch 1 · Blank (0)
429,20.56,61.38,0,2026/8/24 22:36,Batch 1 · Blank (0)
430,20.53,61.82,0,2026/8/24 22:37,Batch 1 · Blank (0)
428,20.55,62.1,0,2026/8/24 22:38,Batch 1 · Blank (0)
429,20.56,61.76,0,2026/8/24 22:39,Batch 1 · Blank (0)
428,20.66,61.58,0,2026/8/24 22:40,Batch 1 · Blank (0)
425,20.8,61.3,0,2026/8/24 22:41,Batch 1 · Blank (0)
422,20.98,61.03,0,2026/8/24 22:42,Batch 1 · Blank (0)
421,21.19,60.91,0,2026/8/24 22:43,Batch 1 · Blank (0)
417,21.39,60.69,0,2026/8/24 22:44,Batch 1 · Blank (0)
418,21.57,60.84,0,2026/8/24 22:45,Batch 1 · Blank (0)
416,21.71,60.9,0,2026/8/24 22:46,Batch 1 · Blank (0)
416,21.88,60.35,0,2026/8/24 22:47,Batch 1 · Blank (0)
416,22.03,60.21,0,2026/8/24 22:48,Batch 1 · Blank (0)
414,22.16,60.42,0,2026/8/24 22:49,Batch 1 · Blank (0)
411,22.29,60.11,0,2026/8/24 22:50,Batch 1 · Blank (0)
410,22.41,60.29,0,2026/8/24 22:51,Batch 1 · Blank (0)
410,22.52,60.53,0,2026/8/24 22:52,Batch 1 · Blank (0)
409,22.62,59.8,0,2026/8/24 22:53,Batch 1 · Blank (0)
409,22.72,59.95,0,2026/8/24 22:55,Batch 1 · Blank (0)
407,22.82,60.16,0,2026/8/24 22:56,Batch 1 · Blank (0)
404,22.93,60.08,0,2026/8/24 22:57,Batch 1 · Blank (0)
404,23.01,60.29,0,2026/8/24 22:58,Batch 1 · Blank (0)
405,23.1,60.6,0,2026/8/24 22:59,Batch 1 · Blank (0)
404,23.2,60.75,0,2026/8/24 23:00,Batch 1 · Blank (0)
402,23.28,61.11,0,2026/8/24 23:01,Batch 1 · Blank (0)
402,23.34,61.19,0,2026/8/24 23:02,Batch 1 · Blank (0)
401,23.39,60.89,0,2026/8/24 23:03,Batch 1 · Blank (0)
401,23.49,60.39,0,2026/8/24 23:04,Batch 1 · Blank (0)
401,23.59,61.31,0,2026/8/24 23:05,Batch 1 · Blank (0)
398,23.64,61.67,0,2026/8/24 23:06,Batch 1 · Blank (0)
396,23.71,61.42,0,2026/8/24 23:07,Batch 1 · Blank (0)
396,23.76,61.19,0,2026/8/24 23:08,Batch 1 · Blank (0)
396,23.83,61.65,0,2026/8/24 23:09,Batch 1 · Blank (0)
392,23.91,62.16,0,2026/8/24 23:10,Batch 1 · Blank (0)
389,23.95,62.15,0,2026/8/24 23:11,Batch 1 · Blank (0)
389,24.01,62.49,0,2026/8/24 23:12,Batch 1 · Blank (0)
388,24.04,62.36,0,2026/8/24 23:13,Batch 1 · Blank (0)
389,24.11,62.7,0,2026/8/24 23:14,Batch 1 · Blank (0)
391,24.15,62.6,0,2026/8/24 23:15,Batch 1 · Blank (0)
391,24.18,62.84,0,2026/8/24 23:16,Batch 1 · Blank (0)
389,24.25,63.16,0,2026/8/24 23:17,Batch 1 · Blank (0)
388,24.29,62.98,0,2026/8/24 23:18,Batch 1 · Blank (0)
388,24.32,63.04,0,2026/8/24 23:19,Batch 1 · Blank (0)
388,24.34,63.01,0,2026/8/24 23:20,Batch 1 · Blank (0)
389,24.42,63.58,0,2026/8/24 23:21,Batch 1 · Blank (0)
387,24.49,63.86,0,2026/8/24 23:22,Batch 1 · Blank (0)
385,24.5,63.79,0,2026/8/24 23:23,Batch 1 · Blank (0)
385,24.54,63.9,0,2026/8/24 23:24,Batch 1 · Blank (0)
384,24.61,64.37,0,2026/8/24 23:25,Batch 1 · Blank (0)
382,24.61,64.53,0,2026/8/24 23:26,Batch 1 · Blank (0)
381,24.64,64.57,0,2026/8/24 23:27,Batch 1 · Blank (0)
381,24.7,64.86,0,2026/8/24 23:28,Batch 1 · Blank (0)
380,24.72,64.57,0,2026/8/24 23:29,Batch 1 · Blank (0)
382,24.75,64.45,0,2026/8/24 23:30,Batch 1 · Blank (0)
383,24.77,64.36,0,2026/8/24 23:31,Batch 1 · Blank (0)
385,24.8,63.89,0,2026/8/24 23:32,Batch 1 · Blank (0)
383,24.85,64.16,0,2026/8/24 23:33,Batch 1 · Blank (0)
382,24.91,64.43,0,2026/8/24 23:34,Batch 1 · Blank (0)
379,24.95,64.75,0,2026/8/24 23:35,Batch 1 · Blank (0)
380,24.95,64.55,0,2026/8/24 23:36,Batch 1 · Blank (0)
379,24.98,64.79,0,2026/8/24 23:37,Batch 1 · Blank (0)
378,25.02,65.05,0,2026/8/24 23:38,Batch 1 · Blank (0)
378,25.06,65.19,0,2026/8/24 23:39,Batch 1 · Blank (0)
377,25.09,65.3,0,2026/8/24 23:40,Batch 1 · Blank (0)
377,25.13,65.34,0,2026/8/24 23:41,Batch 1 · Blank (0)
376,25.15,65.62,0,2026/8/24 23:42,Batch 1 · Blank (0)
375,25.16,65.56,0,2026/8/24 23:43,Batch 1 · Blank (0)
376,25.17,65.42,0,2026/8/24 23:44,Batch 1 · Blank (0)
376,25.19,65.39,0,2026/8/24 23:45,Batch 1 · Blank (0)
374,25.23,65.74,0,2026/8/24 23:46,Batch 1 · Blank (0)
374,25.26,65.17,0,2026/8/24 23:47,Batch 1 · Blank (0)
373,25.26,65.29,0,2026/8/24 23:48,Batch 1 · Blank (0)
372,25.31,65.91,0,2026/8/24 23:49,Batch 1 · Blank (0)
371,25.34,65.58,0,2026/8/24 23:50,Batch 1 · Blank (0)
371,25.31,65.53,0,2026/8/24 23:51,Batch 1 · Blank (0)
373,25.37,65.67,0,2026/8/24 23:52,Batch 1 · Blank (0)
372,25.38,66.12,0,2026/8/24 23:53,Batch 1 · Blank (0)
371,25.43,66.03,0,2026/8/24 23:54,Batch 1 · Blank (0)
370,25.43,66.12,0,2026/8/24 23:55,Batch 1 · Blank (0)
370,25.47,65.92,0,2026/8/24 23:56,Batch 1 · Blank (0)
370,25.48,65.43,0,2026/8/24 23:57,Batch 1 · Blank (0)
368,25.5,66.18,0,2026/8/24 23:58,Batch 1 · Blank (0)
369,25.52,66.31,0,2026/8/24 23:59,Batch 1 · Blank (0)
372,25.54,65.97,0,2026/8/25 0:00,Batch 1 · Blank (0)
371,25.55,66.32,0,2026/8/25 0:01,Batch 1 · Blank (0)
370,25.57,66.16,0,2026/8/25 0:02,Batch 1 · Blank (0)
370,25.62,66.19,0,2026/8/25 0:03,Batch 1 · Blank (0)
369,25.64,66.04,0,2026/8/25 0:05,Batch 1 · Blank (0)
369,25.64,66.46,0,2026/8/25 0:06,Batch 1 · Blank (0)
370,25.65,65.8,0,2026/8/25 0:07,Batch 1 · Blank (0)
368,25.71,66.35,0,2026/8/25 0:08,Batch 1 · Blank (0)
369,25.68,66.33,0,2026/8/25 0:09,Batch 1 · Blank (0)
371,25.72,66.46,0,2026/8/25 0:10,Batch 1 · Blank (0)
368,25.72,66.38,0,2026/8/25 0:11,Batch 1 · Blank (0)
367,25.73,66.33,0,2026/8/25 0:12,Batch 1 · Blank (0)
368,25.72,65.93,0,2026/8/25 0:13,Batch 1 · Blank (0)
369,25.76,66.65,0,2026/8/25 0:14,Batch 1 · Blank (0)
367,25.79,66.29,0,2026/8/25 0:15,Batch 1 · Blank (0)
366,25.82,66.45,0,2026/8/25 0:16,Batch 1 · Blank (0)
366,25.83,66.12,0,2026/8/25 0:17,Batch 1 · Blank (0)
366,25.85,66.42,0,2026/8/25 0:18,Batch 1 · Blank (0)
366,25.89,66.28,0,2026/8/25 0:19,Batch 1 · Blank (0)
366,25.89,66.6,0,2026/8/25 0:20,Batch 1 · Blank (0)
366,25.94,67.02,0,2026/8/25 0:21,Batch 1 · Blank (0)
367,25.93,66.67,0,2026/8/25 0:22,Batch 1 · Blank (0)
369,25.91,66.18,0,2026/8/25 0:23,Batch 1 · Blank (0)
366,25.97,67.37,0,2026/8/25 0:24,Batch 1 · Blank (0)
367,25.97,67.11,0,2026/8/25 0:25,Batch 1 · Blank (0)
368,25.97,67.34,0,2026/8/25 0:26,Batch 1 · Blank (0)
367,25.98,67.38,0,2026/8/25 0:27,Batch 1 · Blank (0)
365,26,67.1,0,2026/8/25 0:28,Batch 1 · Blank (0)
366,26.01,67.16,0,2026/8/25 0:29,Batch 1 · Blank (0)
367,26.01,66.89,0,2026/8/25 0:30,Batch 1 · Blank (0)
367,26.06,67.56,0,2026/8/25 0:31,Batch 1 · Blank (0)
366,26.06,67.45,0,2026/8/25 0:32,Batch 1 · Blank (0)
367,26.07,67.58,0,2026/8/25 0:33,Batch 1 · Blank (0)
366,26.07,67.34,0,2026/8/25 0:34,Batch 1 · Blank (0)
365,26.11,67.34,0,2026/8/25 0:35,Batch 1 · Blank (0)
365,26.11,67.36,0,2026/8/25 0:36,Batch 1 · Blank (0)
365,26.15,67.61,0,2026/8/25 0:37,Batch 1 · Blank (0)
364,26.11,67.39,0,2026/8/25 0:38,Batch 1 · Blank (0)
363,26.17,67.74,0,2026/8/25 0:39,Batch 1 · Blank (0)
364,26.17,67.6,0,2026/8/25 0:40,Batch 1 · Blank (0)
367,26.18,67.97,0,2026/8/25 0:41,Batch 1 · Blank (0)
365,26.2,67.67,0,2026/8/25 0:42,Batch 1 · Blank (0)
364,26.18,67.57,0,2026/8/25 0:43,Batch 1 · Blank (0)
365,26.2,67.62,0,2026/8/25 0:44,Batch 1 · Blank (0)
363,26.22,67.57,0,2026/8/25 0:45,Batch 1 · Blank (0)
362,26.25,67.87,0,2026/8/25 0:46,Batch 1 · Blank (0)
363,26.27,68.13,0,2026/8/25 0:47,Batch 1 · Blank (0)
362,26.27,67.85,0,2026/8/25 0:48,Batch 1 · Blank (0)
362,26.27,67.88,0,2026/8/25 0:49,Batch 1 · Blank (0)
365,26.28,67.66,0,2026/8/25 0:50,Batch 1 · Blank (0)
362,26.31,67.75,0,2026/8/25 0:51,Batch 1 · Blank (0)
362,26.32,67.67,0,2026/8/25 0:52,Batch 1 · Blank (0)
363,26.34,67.55,0,2026/8/25 0:53,Batch 1 · Blank (0)
363,26.34,67.62,0,2026/8/25 0:54,Batch 1 · Blank (0)
362,26.36,67.85,0,2026/8/25 0:55,Batch 1 · Blank (0)
363,26.32,67.69,0,2026/8/25 0:56,Batch 1 · Blank (0)
364,26.38,67.77,0,2026/8/25 0:57,Batch 1 · Blank (0)
362,26.39,67.55,0,2026/8/25 0:58,Batch 1 · Blank (0)
362,26.41,67.85,0,2026/8/25 0:59,Batch 1 · Blank (0)
363,26.44,68,0,2026/8/25 1:00,Batch 1 · Blank (0)
365,26.46,68.61,0,2026/8/25 1:01,Batch 1 · Blank (0)
363,26.45,68.58,0,2026/8/25 1:02,Batch 1 · Blank (0)
363,26.48,68.28,0,2026/8/25 1:03,Batch 1 · Blank (0)
363,26.48,68.43,0,2026/8/25 1:04,Batch 1 · Blank (0)
361,26.46,68.25,0,2026/8/25 1:05,Batch 1 · Blank (0)
362,26.5,68.29,0,2026/8/25 1:06,Batch 1 · Blank (0)
362,26.5,68.15,0,2026/8/25 1:07,Batch 1 · Blank (0)
361,26.52,68,0,2026/8/25 1:08,Batch 1 · Blank (0)
361,26.5,68.13,0,2026/8/25 1:09,Batch 1 · Blank (0)
361,26.5,68.29,0,2026/8/25 1:10,Batch 1 · Blank (0)
360,26.56,68,0,2026/8/25 1:11,Batch 1 · Blank (0)
361,26.54,67.85,0,2026/8/25 1:13,Batch 1 · Blank (0)
361,26.53,67.72,0,2026/8/25 1:14,Batch 1 · Blank (0)
360,26.57,68.08,0,2026/8/25 1:15,Batch 1 · Blank (0)
359,26.57,67.95,0,2026/8/25 1:16,Batch 1 · Blank (0)
362,26.56,68.32,0,2026/8/25 1:17,Batch 1 · Blank (0)
360,26.59,68.07,0,2026/8/25 1:18,Batch 1 · Blank (0)
361,26.6,68.21,0,2026/8/25 1:19,Batch 1 · Blank (0)
360,26.63,68.18,0,2026/8/25 1:20,Batch 1 · Blank (0)
360,26.62,67.99,0,2026/8/25 1:21,Batch 1 · Blank (0)
361,26.63,68.1,0,2026/8/25 1:22,Batch 1 · Blank (0)
359,26.65,68.04,0,2026/8/25 1:23,Batch 1 · Blank (0)
362,26.66,67.93,0,2026/8/25 1:24,Batch 1 · Blank (0)
363,26.67,68.17,0,2026/8/25 1:25,Batch 1 · Blank (0)
